,svcscan.nservices,svcscan.kernel_drivers,dlllist.avg_dlls_per_proc,pslist.avg_handlers,handles.nmutant,handles.nkey,handles.nsemaphore,dlllist.ndlls,svcscan.process_services,pslist.avg_threads,ldrmodules.not_in_load,ldrmodules.not_in_load_avg,malfind.uniqueInjections,svcscan.nactive,malfind.commitCharge,ldrmodules.not_in_init_avg,callbacks.ncallbacks,pslist.nppid,psxview.not_in_ethread_pool_false_avg,malfind.ninjections
24879,395,222,48.65217391,272.6361581,385,844,760,2238,27,12.00652011,87,0.038701068,1.2,124,7,0.057829181,88,12,0.002514362,6
37043,389,221,39.20512821,211.2307692,257,660,600,1529,24,10.05128205,44,0.02818706,1.0,122,3,0.052530429,86,15,0.133333333,3
10533,395,222,51.6,304.558422,406,855,751,2064,27,13.67921098,82,0.039690223,1.25,124,6,0.057599226,88,12,0.024390244,5
1456,395,222,51.07142857,299.6666667,407,920,768,2145,27,13.30952381,78,0.036862004,1.25,123,6,0.055765595,88,14,0.0,5
49167,389,221,39.94871795,217.4615385,259,655,634,1558,24,10.69230769,47,0.029301746,1.0,123,3,0.052992519,87,15,0.093023256,3
44849,389,221,40.05128205,220.6153846,259,659,640,1562,24,11.41025641,47,0.029228856,1.0,122,3,0.052860697,86,15,0.093023256,3
37210,389,221,40.23076923,221.2820513,259,655,640,1569,24,11.46153846,46,0.02850062,1.0,123,3,0.05204461,87,15,0.071428571,3
9079,395,222,49.49835344,295.684537,332,774,740,2022,27,13.18362207,63,0.031841771,1.5,123,4,0.051483255,88,12,0.0,3
17105,395,222,48.95454545,291.5082598,354,791,752,2154,27,13.44237807,74,0.034889203,1.333333333,125,5,0.054691183,88,12,0.0,4
47798,389,221,39.05405405,215.2702703,230,666,594,1445,24,10.21621622,42,0.028826356,1.0,119,3,0.05353466,87,15,0.0,3
25378,395,222,49.54940927,281.5375948,345,800,740,2031,27,12.52954462,69,0.034451664,1.43212912,124,5,0.053066899,88,12,0.046774208,4
10291,395,222,52.23891917,307.8267419,403,877,780,2194,27,13.64532892,79,0.036487558,1.25,125,6,0.05495419,88,12,0.0,5
4985,395,222,49.02380952,279.7265996,344,790,739,2059,27,12.55624078,70,0.03411306,1.333333333,124,5,0.053118908,88,12,0.045454545,4
13017,395,222,49.625,292.7600427,333,803,729,1985,27,12.87008542,64,0.033126294,1.5,123,4,0.051759834,88,12,0.0,3
17617,395,222,51.8796403,302.5,402,877,770,2178,27,13.3075557,78,0.036292357,1.25,123,6,0.054897246,88,12,0.023255814,5
8012,395,222,50.025,301.0104075,336,795,738,2001,27,13.31040746,63,0.032357473,1.5,123,4,0.050847458,88,12,0.047619048,3
23956,395,222,52.24441612,307.7761431,404,899,762,2089,27,13.78794408,78,0.037837886,1.25,123,6,0.056087693,88,12,0.018076059,5
19427,395,222,49.52380952,292.2590507,356,801,746,2080,27,13.07469402,70,0.034263338,1.333333333,125,5,0.053842389,88,12,0.0,4
12262,395,222,49.52478973,291.409293,333,803,729,1984,27,12.82553061,59,0.032794838,1.5,122,4,0.057301795,88,12,0.025142331,3
35067,389,221,37.27659574,195.1489362,271,716,656,1752,24,9.361702128,47,0.026154702,1.0,122,3,0.051196439,87,18,0.021276596,3
25830,392,222,47.37968694,270.8347317,419,1054,797,2037,24,11.76944544,88,0.042037216,1.710128205,123,51,0.06207504,87,16,0.052828526,10
7054,392,222,47.68752276,269.4862484,388,1012,778,2021,24,11.39721409,93,0.045173111,1.615299147,124,11,0.065076193,87,16,0.112852309,7
28213,395,222,49.41463415,293.4386054,332,776,741,2026,27,12.85845278,63,0.031786075,1.5,123,4,0.051463169,88,13,0.0,3
5920,395,222,52.70731707,307.3239424,442,912,771,2161,27,13.60130345,89,0.040994933,1.2,123,7,0.058498388,88,12,0.0,6
26603,392,222,45.34146341,264.2048144,366,940,740,1859,24,11.15762298,80,0.042395337,1.666666667,126,7,0.062533121,87,17,0.271279575,5
14962,395,222,48.93181818,286.3199187,347,791,751,2153,27,12.52272727,74,0.03490566,1.333333333,125,5,0.054716981,88,12,0.0,4
19140,395,222,51.6,299.3869829,371,855,751,2064,27,13.24549878,81,0.039225182,1.25,124,6,0.057142857,88,12,0.024390244,5
29802,389,221,35.02,182.14,289,723,690,1751,24,8.62,47,0.026213051,11.42857143,122,22919,0.051868377,86,22,0.078431373,80
1511,395,222,51.15384615,303.5384615,352,864,751,1995,27,13.48717949,62,0.031360647,1.333333333,123,5,0.049570056,88,12,0.0,4
26051,395,222,51.42857143,298.4350604,396,922,776,2160,27,12.95562543,80,0.037751399,1.25,125,6,0.055110345,88,12,0.035933969,5
28642,392,222,43.79178746,251.4691473,327,854,726,1796,24,10.77487178,74,0.040725733,1.494202162,127,4,0.061638437,87,16,0.215004176,3
17596,395,222,48.43181818,277.0492162,349,833,760,2131,27,12.46564546,70,0.03328594,1.25,123,6,0.052582569,88,14,0.0,5
29554,389,221,37.95348837,200.7674419,269,734,618,1632,24,9.302325581,55,0.032855436,1.2,121,7,0.057945042,86,17,0.044444444,6
17632,392,222,46.18836175,259.7649666,376,961,721,1986,24,11.38420562,90,0.044394548,1.166666667,124,8,0.064923218,87,16,0.0,7
28434,395,222,49.8779799,286.0011021,348,793,732,2044,27,12.95135727,56,0.028569144,1.0,123,3,0.048118071,88,14,0.046511628,3
32513,389,221,37.78571429,200.547619,260,693,611,1587,24,9.380952381,46,0.028360049,1.0,121,3,0.053637485,87,16,0.0,3
5553,395,222,49.81252148,289.9979586,366,814,754,2138,27,12.78258217,75,0.035925459,1.333333333,123,5,0.055349827,88,12,0.0,4
47976,389,221,45.03703704,267.962963,215,585,569,1216,24,12.81481481,31,0.025430681,1.0,119,2,0.046759639,86,9,0.181818182,2
38190,389,221,38.15789474,202.7894737,228,628,580,1450,24,9.815789474,47,0.031821259,1.0,119,3,0.056872038,87,15,0.0,3
35533,389,221,39.0,210.7948718,258,657,600,1521,24,10.0,44,0.028368794,1.0,120,3,0.052869117,87,15,0.025,3
16258,395,222,50.43178402,285.8279005,377,826,759,2168,27,12.7639551,86,0.03949363,1.25,122,6,0.057862761,88,12,0.0,5
39827,389,221,39.25641026,259.4102564,254,2306,608,1531,24,10.05128205,44,0.028423773,1.0,119,3,0.052971576,87,16,0.093023256,3
39824,389,221,35.6,215.6666667,264,1685,628,1602,24,8.844444444,45,0.027522936,1.0,122,3,0.051987768,87,21,0.127659574,3
26579,395,222,45.94271223,269.627353,276,675,631,1514,27,13.2146785,48,0.032100928,1.325465138,122,3,0.051918241,88,12,0.074392031,2
35726,389,221,39.14634146,207.7073171,267,667,642,1605,24,9.707317073,45,0.027305825,1.0,121,3,0.05157767,87,16,0.068181818,3
16355,395,222,48.99228397,279.1228971,342,784,740,2057,27,12.45044769,68,0.033455277,1.414411194,123,4,0.052487056,88,13,0.0,3
55604,389,221,39.16216216,216.4054054,231,673,596,1449,24,10.27027027,44,0.030075188,1.0,119,3,0.05468216,87,15,0.0,3
43066,389,221,38.725,214.225,252,691,650,1549,24,9.925,44,0.028097063,12.2,120,18559,0.052362708,86,16,0.093023256,61
38762,389,221,38.82222222,205.3777778,290,753,672,1747,24,9.688888889,51,0.028380634,1.0,122,3,0.052865888,87,18,0.0,3
21561,392,222,49.21428571,278.4109072,433,1075,825,2067,24,11.61088721,102,0.047819972,2.0,124,77,0.067041725,87,16,0.086956522,12
31311,389,221,36.88636364,387.9318182,264,697,616,1623,24,9.159090909,47,0.028194361,1.0,122,3,0.053989202,87,18,0.0,3
9423,392,222,46.80716343,258.6056438,505,1182,867,2611,24,11.43555223,110,0.042361802,1.388324049,127,49,0.062394586,87,20,0.094446749,12
34225,389,221,37.18604651,198.1395349,237,730,619,1599,24,9.11627907,44,0.027261462,1.0,119,3,0.052664188,87,17,0.023255814,3
39073,389,221,37.84090909,198.5227273,269,694,650,1665,24,9.295454545,49,0.028638223,1.0,122,4,0.053769725,87,17,0.022222222,4
47175,389,221,39.14634146,208.7317073,267,673,640,1605,24,9.926829268,45,0.027305825,1.0,122,3,0.05157767,87,16,0.046511628,3
55724,389,221,37.88235294,200.7058824,201,530,474,1288,24,10.47058824,40,0.03014318,1.0,116,2,0.055011304,88,13,0.0,2
37896,389,221,39.24324324,215.6756757,230,668,596,1452,24,10.13513514,43,0.029211957,1.0,120,3,0.053668478,86,15,0.139534884,3
38343,389,221,39.34146341,208.804878,267,675,642,1613,24,9.853658537,45,0.027190332,1.0,123,3,0.051359517,87,16,0.046511628,3
26040,395,222,52.45238095,305.2940543,445,943,772,2203,27,13.10768089,89,0.0402169,1.2,123,7,0.057840036,88,12,0.0,6
173,392,222,43.98076923,246.6538462,390,1010,805,2287,24,10.90384615,83,0.036693192,1.2,128,7,0.058355438,87,21,0.118644068,6
55420,389,221,39.26829268,209.804878,268,675,642,1610,24,10.07317073,47,0.028415961,1.0,122,3,0.052599758,86,16,0.088888889,3
40508,389,221,34.02222222,226.4444444,253,2433,610,1531,24,8.688888889,45,0.029201817,1.0,119,3,0.053861129,87,22,0.1875,3
58432,389,221,37.82222222,198.0,281,757,626,1702,24,9.133333333,64,0.036488027,1.285714286,121,11,0.061573546,87,18,0.02173913,9
33883,389,221,37.95121951,203.5365854,239,749,622,1556,24,9.414634146,44,0.028025478,1.0,119,3,0.053503185,87,17,0.0,3
20364,395,222,50.55,294.4343716,353,844,729,2022,27,13.0593716,59,0.029485257,1.333333333,123,5,0.047976012,88,13,0.024390244,4
45944,385,220,42.54545455,229.0909091,170,353,376,936,23,13.40909091,25,0.026041667,1.0,114,1,0.047916667,88,8,0.0,1
56972,389,221,38.8974359,209.6153846,255,656,598,1517,24,9.820512821,44,0.028460543,1.0,120,3,0.053040103,87,15,0.093023256,3
6049,395,222,52.21513471,304.0004245,430,943,772,2193,27,13.4051864,89,0.040826757,1.166666667,123,8,0.058521857,88,12,0.023255814,7
46426,389,221,39.66666667,213.3333333,258,701,619,1547,24,9.871794872,50,0.031766201,1.0,119,4,0.055908513,86,16,0.025,4
26416,392,222,52.57654029,301.2425128,577,1518,1028,2669,24,12.15000342,141,0.05098547,1.75,124,88,0.068958824,87,18,0.0,21
21,395,222,47.28125,283.59375,324,751,666,1513,27,12.53125,61,0.041695147,1.5,124,4,0.059466849,88,11,0.189189189,3
32865,389,221,38.4047619,208.5238095,262,675,648,1613,24,10.73809524,47,0.028330319,1.0,122,3,0.053044002,87,16,0.023255814,3
55793,389,221,36.65853659,198.1219512,233,691,603,1503,24,9.219512195,44,0.028890348,1.0,119,3,0.054497702,86,16,0.090909091,3
29289,392,222,45.34940919,266.0552927,366,937,739,1859,24,11.30714094,80,0.042429259,1.666666667,126,7,0.062562708,87,17,0.251718123,5
29749,389,221,38.7,213.875,252,691,650,1548,24,10.0,43,0.027581783,12.2,119,18559,0.051956382,87,16,0.025,61
45372,385,220,42.54545455,241.2727273,170,353,376,936,23,16.22727273,25,0.026041667,1.0,114,1,0.047916667,88,8,0.0,1
7615,395,222,52.21674439,305.5305815,398,897,759,2088,27,13.425,80,0.038283574,1.25,123,6,0.055989728,88,12,0.005445329,5
44072,389,221,39.02702703,214.5675676,230,666,594,1444,24,10.13513514,42,0.028865979,1.0,119,3,0.053608247,86,15,0.0,3
54891,389,221,38.41860465,199.8837209,266,694,625,1652,24,9.348837209,52,0.030660377,1.0,122,3,0.055424528,86,17,0.065217391,3
10324,392,222,47.92857143,271.4635694,387,1017,781,2013,24,11.48898782,94,0.045564712,1.6,124,10,0.065438682,87,16,0.106382979,8
42799,389,221,39.35714286,213.547619,266,699,661,1653,24,11.0,49,0.028806584,1.0,122,3,0.052910053,86,16,0.023255814,3
20761,392,222,43.13687994,242.5998515,323,825,668,1785,24,11.0389171,68,0.037324213,1.432676832,124,6,0.059376015,87,17,0.059001386,5
1704,392,222,49.21428571,281.2635727,429,1252,825,2067,24,11.45196397,102,0.047819972,2.0,124,77,0.067041725,87,16,0.086956522,12
23390,395,222,50.41463415,290.4526892,360,803,748,2067,27,12.64487174,75,0.036319613,1.333333333,123,5,0.05472155,88,12,0.0,4
32490,389,221,39.11363636,208.4772727,278,749,696,1721,24,9.818181818,52,0.029345372,1.0,122,5,0.053611738,87,17,0.0,4
21753,395,222,50.375,290.1876613,347,789,727,2015,27,12.94431469,57,0.029096478,1.0,123,3,0.04849413,88,13,0.024390244,3
33235,389,221,38.77777778,212.0277778,219,647,521,1396,24,10.22222222,43,0.029902643,1.0,118,3,0.054242003,88,14,0.0,3
9818,392,222,47.13324856,259.7019182,509,1177,918,2988,24,11.20754923,117,0.038741622,1.833333333,126,60,0.058804622,87,19,0.012262085,11
23622,395,222,51.75,305.1659512,400,870,735,2070,27,13.76395122,74,0.036327933,1.25,123,6,0.054982818,88,12,0.024390244,5
13103,395,222,52.51111111,308.4267356,446,926,796,2363,27,13.27118011,101,0.042851082,1.166666667,124,8,0.061094612,88,12,0.0,7
15301,392,222,43.16841587,245.3982512,360,965,799,2187,24,10.7614384,83,0.037586612,1.31292096,126,5,0.058417747,87,18,0.103652685,4
43693,389,221,38.06976744,202.6046512,262,728,644,1637,24,9.744186047,58,0.034813926,1.0,119,3,0.06002401,86,18,0.0,3
56702,385,220,36.78125,193.3125,186,435,406,1177,23,12.1875,36,0.02970297,1.0,116,2,0.055280528,88,13,0.03030303,2
25481,395,222,48.93181818,286.9390358,347,791,750,2153,27,12.37527923,74,0.03490566,1.333333333,125,5,0.054716981,88,12,0.022222222,4
1182,395,222,49.3255814,293.4186047,357,794,745,2121,27,12.86046512,69,0.0331253,1.5,124,4,0.052808449,88,12,0.0,3
56795,389,221,38.875,207.85,263,661,606,1555,24,9.8,45,0.028266332,1.0,121,3,0.052763819,86,16,0.090909091,3
43639,389,221,37.73333333,196.8222222,274,711,652,1698,24,9.377777778,59,0.033733562,1.0,122,3,0.058890795,86,19,0.0,3
53445,389,221,39.15384615,209.0769231,238,684,609,1527,24,9.794871795,46,0.029831388,2.2,119,59,0.054474708,88,17,0.0,11
17143,395,222,48.93181818,286.2266338,347,791,751,2153,27,12.52272727,74,0.03490566,1.333333333,125,5,0.054716981,88,12,0.0,4
12921,392,222,45.97436355,260.2457306,418,1132,821,2132,24,11.54362173,85,0.039416021,1.727065032,122,77,0.060235052,87,18,0.0,12
10126,395,222,50.0,288.9310804,353,848,735,2050,27,12.82926829,60,0.02955665,1.333333333,123,5,0.048275862,88,14,0.068181818,4
3628,392,222,43.95348837,256.6933101,396,960,745,1890,24,10.84641603,83,0.043206663,1.25,126,6,0.064029151,87,17,0.176470588,5
44375,389,221,37.84090909,199.3181818,270,694,651,1665,24,9.545454545,47,0.027469316,1.0,122,3,0.052600818,87,17,0.0,3
35198,389,221,39.36585366,211.195122,268,675,646,1614,24,10.09756098,46,0.027761014,1.0,123,3,0.051901026,87,16,0.0,3
26599,392,222,42.46793991,250.5514545,333,890,715,1798,24,10.78388497,73,0.040131941,1.333333333,126,5,0.061572292,87,17,0.201509696,4
26372,392,222,44.35,258.3515341,357,871,701,1774,24,11.03013562,71,0.039482331,1.333333333,124,5,0.06116981,87,16,0.183673469,4
35230,389,221,36.72972973,183.7837838,204,497,480,1359,24,10.21621622,39,0.027916965,1.0,116,3,0.054402291,88,14,0.0,3
9118,395,222,49.48780488,294.8562487,337,805,736,2029,27,12.99740984,65,0.032878098,1.5,122,4,0.051593323,88,12,0.0,3
42594,389,221,38.725,171.6,362,1821,914,3098,24,7.775,95,0.029968454,1.0,122,3,0.050157729,86,55,0.1875,3
21836,395,222,52.23825663,306.0949153,403,877,780,2194,27,13.30887826,79,0.036472647,1.25,125,6,0.05493981,88,12,0.0,5
7565,395,222,48.95454545,292.0666555,354,791,752,2154,27,13.47340005,74,0.034889203,1.333333333,125,5,0.054691183,88,12,0.0,4
29519,389,221,39.05405405,214.8108108,230,671,594,1445,24,10.10810811,42,0.028826356,1.0,119,3,0.05353466,86,15,0.0,3
48960,389,221,39.02702703,214.7837838,230,672,594,1444,24,10.13513514,42,0.028865979,1.0,119,3,0.053608247,86,15,0.0,3
50503,389,221,38.05263158,209.5,230,665,596,1446,24,9.789473684,43,0.029431896,1.0,118,3,0.054072553,88,15,0.075,3
14629,395,222,48.93181818,286.2763989,347,791,751,2153,27,12.52272727,74,0.03490566,1.333333333,125,5,0.054716981,88,12,0.0,4
43752,389,221,38.94736842,212.2368421,236,676,596,1480,24,9.947368421,43,0.028743316,1.0,119,3,0.053475936,86,15,0.073170732,3
52019,389,221,38.90697674,206.9302326,274,700,666,1673,24,10.0,49,0.028488372,1.0,122,3,0.052325581,86,17,0.086956522,3
48081,389,221,38.025,201.375,236,645,616,1521,24,9.85,56,0.035966602,1.0,119,2,0.061014772,86,17,0.0,2
37207,389,221,39.05405405,215.3513514,230,667,596,1445,24,10.10810811,43,0.029331514,1.0,119,3,0.053888131,86,15,0.139534884,3
57496,389,221,40.05128205,220.6410256,259,654,640,1562,24,11.41025641,46,0.028624767,1.0,122,3,0.052271313,86,15,0.093023256,3
25142,392,222,49.21428571,279.3079706,433,1073,825,2067,24,11.72593161,102,0.047819972,2.0,124,77,0.067041725,87,16,0.093159229,12
51358,389,221,38.26190476,206.3571429,264,686,642,1607,24,10.21428571,50,0.030193237,1.0,122,3,0.054951691,87,16,0.045454545,3
39734,389,221,39.075,208.975,262,669,606,1563,24,9.825,45,0.028125,1.0,123,3,0.0525,86,16,0.130434783,3
37888,389,221,36.8372093,198.5813953,255,678,609,1584,24,9.348837209,49,0.041141898,1.0,120,2,0.073047859,55,17,0.044444444,2
47054,389,221,38.925,208.55,262,670,606,1557,24,9.825,45,0.028230866,1.0,122,3,0.052697616,87,16,0.090909091,3
57811,385,220,36.84375,186.09375,186,432,406,1179,23,10.46875,37,0.030452675,1.0,116,2,0.055967078,88,13,0.0,2
4661,395,222,48.93181818,286.2211296,347,791,751,2153,27,12.50149159,74,0.03490566,1.333333333,125,5,0.054716981,88,12,0.0,4
37616,389,221,38.97058824,212.7352941,209,570,507,1325,24,11.05882353,42,0.030746706,1.0,118,2,0.055636896,88,13,0.028571429,2
7960,395,222,49.92682927,300.9600084,334,774,741,2047,27,13.21197884,66,0.032901296,1.5,124,4,0.052342971,88,12,0.067066281,3
30218,389,221,38.34883721,206.6744186,266,684,649,1649,24,10.58139535,55,0.032295948,1.0,122,3,0.056958309,86,17,0.022727273,3
40337,389,221,37.73170732,201.6585366,240,703,608,1547,24,9.365853659,47,0.029993618,1.0,119,3,0.055520102,86,16,0.0,3
22392,395,222,52.26190476,308.0649938,403,877,780,2195,27,13.74443833,80,0.036900369,1.25,125,6,0.055350554,88,12,0.0,5
28698,395,222,44.58410069,261.9325945,224,594,482,1337,27,14.30417379,29,0.021706587,1.0,115,2,0.042664671,88,13,0.0,2
3096,395,222,52.41463415,307.8592027,411,930,773,2149,27,13.59401311,87,0.040352505,1.2,123,7,0.057977737,88,12,0.0,6
38647,389,221,37.20454545,196.6363636,255,718,617,1637,24,9.159090909,45,0.02722323,1.0,119,3,0.052631579,86,17,0.022727273,3
3158,395,222,50.55,294.460459,353,844,729,2022,27,13.08545905,59,0.029485257,1.333333333,123,5,0.047976012,88,13,0.024390244,4
7379,395,222,50.95238095,296.4874671,385,917,774,2140,27,12.84483056,73,0.034695817,1.333333333,125,5,0.052281369,88,12,0.023809524,4
4498,392,222,46.60465116,260.191395,376,963,727,2004,24,11.51448834,88,0.043142945,1.166666667,124,8,0.063511924,87,16,0.0,7
26770,395,222,48.93181818,287.2901955,347,791,750,2153,27,12.58781713,74,0.03490566,1.333333333,125,5,0.054716981,88,12,0.022222222,4
2485,392,222,45.34146341,264.196481,366,940,740,1859,24,11.16082813,80,0.042395337,1.666666667,126,7,0.062533121,87,17,0.271633544,5
11062,395,222,52.25205106,307.3260255,398,895,759,2090,27,13.825,78,0.037534808,1.25,123,6,0.055244087,88,12,0.0,5
4044,392,222,44.47916667,244.693186,406,1080,786,2135,24,11.10416667,78,0.035862069,1.714285714,122,77,0.057471264,87,19,0.0,12
43476,385,220,36.5625,192.4375,186,429,406,1170,23,12.3125,36,0.029875519,1.0,115,2,0.05560166,88,13,0.0,2
36313,389,221,39.71794872,217.025641,259,652,634,1549,24,10.64102564,46,0.028858218,1.0,121,3,0.052697616,86,15,0.093023256,3
16806,395,222,48.93181818,286.3034533,347,791,751,2153,27,12.52192739,74,0.03490566,1.333333333,125,5,0.054716981,88,12,0.0,4
42781,389,221,39.11904762,215.4047619,281,676,684,1643,24,10.45238095,47,0.027843602,11.2,122,10837,0.051540284,87,16,0.023809524,56
40568,389,221,39.13513514,214.972973,231,669,596,1448,24,10.0,44,0.030136986,1.0,119,3,0.054794521,87,15,0.026315789,3
36265,389,221,39.17948718,211.2051282,258,680,606,1528,24,9.923076923,44,0.02822322,1.0,120,3,0.052597819,86,15,0.093023256,3
31776,389,221,39.02702703,214.7027027,230,664,594,1444,24,10.16216216,42,0.028846154,1.0,118,3,0.053571429,87,15,0.0,3
47732,389,221,39.3902439,210.1219512,267,670,643,1615,24,10.09756098,46,0.027710843,1.0,122,3,0.051807229,86,16,0.108695652,3
29455,389,221,37.65853659,202.0,255,695,606,1544,24,9.463414634,45,0.028753994,1.0,119,3,0.054313099,86,16,0.046511628,3
14164,395,222,52.04965107,307.2256979,383,887,767,2081,27,13.82465107,76,0.036587153,1.25,123,6,0.054402813,88,12,0.0,5
1965,393,221,44.30379151,260.3671061,222,582,496,1313,27,14.26583417,27,0.020993047,1.0,115,1,0.042382948,88,13,0.0,1
41975,389,221,39.1025641,211.5897436,258,663,598,1525,24,10.02564103,45,0.028957529,1.0,121,3,0.053410553,87,15,0.133333333,3
23106,395,222,46.22508953,277.3063922,407,892,858,2768,27,13.31526956,75,0.02738972,1.333333333,124,5,0.046391317,88,13,0.045826596,4
43876,389,221,37.74418605,201.8604651,265,686,642,1623,24,9.930232558,48,0.028742515,1.0,122,3,0.053892216,86,17,0.0,3
42534,389,221,38.58139535,207.8372093,284,689,662,1659,24,9.674418605,46,0.027122642,12.4,122,18505,0.05129717,87,17,0.045454545,62
50599,389,221,38.06818182,202.25,269,694,658,1675,24,10.18181818,47,0.027309704,1.0,122,3,0.052295177,86,17,0.022222222,3
53940,389,221,39.17073171,208.097561,267,669,642,1606,24,9.780487805,46,0.027946537,1.0,122,3,0.052247874,86,16,0.068181818,3
17392,392,222,43.51605065,254.8367703,320,853,707,1740,24,10.84951354,73,0.041438765,1.5,126,4,0.062441976,87,16,0.261743072,3
45751,385,220,36.8125,194.34375,189,436,406,1178,23,12.375,37,0.030477759,1.0,115,2,0.05601318,88,13,0.0,2
30104,389,221,37.75,204.3,240,681,610,1510,24,9.65,43,0.027940221,1.0,121,3,0.052631579,86,16,0.152173913,3
51947,389,221,39.10810811,214.972973,230,669,596,1447,24,10.13513514,43,0.029492455,1.0,119,3,0.054183813,86,15,0.0,3
24682,395,222,47.97777778,272.3190228,357,848,755,2159,27,12.17491566,77,0.036201222,1.25,126,6,0.055007052,88,12,0.022222222,5
23405,395,222,49.95042648,300.6604593,337,768,737,2004,27,13.66998166,63,0.032138415,1.5,123,4,0.051587668,88,12,0.003030092,3
3344,395,222,52.2,309.1051535,434,898,760,2088,27,13.66176901,80,0.038295835,1.25,123,6,0.056007659,88,12,0.0,5
42632,389,221,38.59090909,203.0909091,273,708,664,1698,24,9.704545455,48,0.027507163,1.0,122,3,0.052148997,87,17,0.0,3
4202,395,222,50.00962112,298.7557578,331,767,739,2000,27,13.06537888,63,0.032202255,1.5,124,4,0.051625838,88,12,0.03332973,3
55338,385,220,35.0,180.7714286,189,454,415,1225,23,11.37142857,39,0.03087886,1.0,115,2,0.057798892,88,14,0.0,2
28992,395,222,52.25087834,305.6561266,403,877,780,2194,27,13.32757695,79,0.03670234,1.25,125,6,0.055160414,88,12,0.0,5
24220,395,222,49.62981113,287.7276894,351,847,735,2048,27,12.84323692,60,0.029866075,1.349589132,123,4,0.048527514,88,13,0.070398518,3
43377,389,221,37.73913043,197.4565217,278,711,681,1736,24,9.739130435,59,0.032887402,1.0,122,3,0.057971014,86,19,0.0,3
20599,395,222,52.41463415,307.9996687,410,930,771,2149,27,13.60948,87,0.040352505,1.2,123,7,0.057977737,88,12,0.0,6
58115,389,221,39.11111111,212.5,218,646,530,1408,24,10.38888889,41,0.028314917,1.0,119,3,0.052486188,88,14,0.0,3
3971,392,222,42.16615617,246.5731436,331,891,717,1813,24,10.51213486,77,0.04232288,1.333333333,126,5,0.063776667,87,17,0.196037678,4
23123,395,222,48.93023256,285.373801,343,820,748,2104,27,12.62561316,65,0.031676413,1.5,123,4,0.050682261,88,14,0.0,3
34653,389,221,39.05405405,214.7837838,230,665,596,1445,24,10.16216216,43,0.029472241,1.0,118,3,0.054146676,86,15,0.0,3
28058,395,222,43.81944694,258.8667524,224,607,482,1351,27,14.00520676,29,0.021792606,1.0,115,2,0.043147722,88,13,0.0,2
20902,393,222,44.69617773,257.9745182,315,808,681,1813,25,11.87740531,65,0.035475087,1.195088361,123,4,0.056225131,87,15,0.164685096,3
17219,395,222,52.22927773,304.9499184,407,928,771,2151,27,13.32136292,85,0.03982402,1.209398815,123,6,0.05739991,88,12,0.008743084,5
52280,389,221,39.19512195,208.2682927,267,671,642,1607,24,9.780487805,47,0.028450363,1.0,122,3,0.052663438,87,16,0.127659574,3
57605,389,221,38.47368421,205.7631579,228,665,586,1462,24,9.842105263,47,0.031564809,1.0,119,3,0.0564137,87,15,0.05,3
44740,389,221,38.1627907,202.0232558,265,733,644,1641,24,9.604651163,57,0.034213685,1.0,119,3,0.05942377,87,18,0.0,3
9481,392,222,44.2,244.552162,370,899,757,1989,24,10.68141193,94,0.046488625,1.2,127,7,0.067260138,87,17,0.153846154,6
29112,392,222,46.23097368,261.8119373,411,1040,805,2329,24,11.74894409,97,0.041291676,1.284802477,126,8,0.061719196,87,18,0.061543608,7
40352,389,221,39.46511628,210.372093,283,716,690,1697,24,10.06976744,54,0.030874786,1.25,123,136,0.054316752,87,17,0.086956522,5
13875,395,222,51.47162546,297.9377015,396,922,778,2161,27,13.04272588,81,0.037960317,1.25,125,6,0.055300215,88,12,0.023809524,5
49625,389,221,40.05128205,220.7435897,259,654,640,1562,24,11.43589744,47,0.029228856,1.0,122,3,0.052860697,86,15,0.113636364,3
35927,389,221,37.79069767,198.2790698,264,688,622,1625,24,9.348837209,46,0.027577938,1.0,122,3,0.052757794,86,17,0.044444444,3
24521,392,222,44.5385939,241.5564702,517,1223,929,3044,24,9.848980909,119,0.038839703,1.798612971,126,60,0.059102142,87,21,0.054227399,11
19304,394,222,50.94452049,285.6780225,386,942,781,2145,26,12.59350147,81,0.038281031,1.784548934,126,11,0.055868662,87,13,0.026841523,8
37306,323,177,35.53658537,199.2790698,259,701,613,1457,19,9.581395349,30,0.1,1.0,104,2,0.14,55,17,0.044444444,2
55213,389,221,39.18918919,216.2702703,231,673,596,1450,24,10.13513514,44,0.029993183,1.0,119,3,0.054533061,86,15,0.097560976,3
30357,389,221,37.61538462,205.9487179,231,679,604,1467,24,9.794871795,45,0.030425963,1.0,119,21,0.054766734,86,16,0.025641026,4
5992,395,222,49.75574337,285.5701091,375,806,731,2088,27,13.19359161,58,0.028443433,1.0,123,3,0.048044444,88,13,0.0,3
11387,395,222,48.93023256,285.2669075,343,820,748,2104,27,12.62346956,65,0.031676413,1.5,123,4,0.050682261,88,14,0.0,3
13935,392,222,46.50132335,256.0139255,511,1187,857,2631,24,11.5168536,112,0.042500014,1.3,128,46,0.062834805,87,20,0.056850645,13
12723,392,222,44.21126447,259.7573773,378,901,724,1823,24,11.26384049,82,0.044374002,1.416064868,126,5,0.065006694,87,16,0.21834911,4
38057,389,221,36.93023256,198.6511628,259,711,613,1588,24,9.279069767,52,0.03880597,1.0,120,2,0.065671642,55,17,0.065217391,2
