pslist.nproc,pslist.nppid,pslist.avg_threads,pslist.nprocs64bit,pslist.avg_handlers,dlllist.ndlls,dlllist.avg_dlls_per_proc,handles.nhandles,handles.avg_handles_per_proc,handles.nport,handles.nfile,handles.nevent,handles.ndesktop,handles.nkey,handles.nthread,handles.ndirectory,handles.nsemaphore,handles.ntimer,handles.nsection,handles.nmutant,ldrmodules.not_in_load,ldrmodules.not_in_init,ldrmodules.not_in_mem,ldrmodules.not_in_load_avg,ldrmodules.not_in_init_avg,ldrmodules.not_in_mem_avg,malfind.ninjections,malfind.commitCharge,malfind.protection,malfind.uniqueInjections,psxview.not_in_pslist,psxview.not_in_eprocess_pool,psxview.not_in_ethread_pool,psxview.not_in_pspcid_list,psxview.not_in_csrss_handles,psxview.not_in_session,psxview.not_in_deskthrd,psxview.not_in_pslist_false_avg,psxview.not_in_eprocess_pool_false_avg,psxview.not_in_ethread_pool_false_avg,psxview.not_in_pspcid_list_false_avg,psxview.not_in_csrss_handles_false_avg,psxview.not_in_session_false_avg,psxview.not_in_deskthrd_false_avg,modules.nmodules,svcscan.nservices,svcscan.kernel_drivers,svcscan.fs_drivers,svcscan.process_services,svcscan.shared_process_services,svcscan.interactive_process_services,svcscan.nactive,callbacks.ncallbacks,callbacks.nanonymous,callbacks.ngeneric,Class,Category,Filename
40,16,9.925,0,209.025,1557,38.925,8361,209.025,0,641,2930,43,665,714,101,607,123,177,263,45,84,45,0.028142589,0.052532833,0.028142589,3,3,18,1,4,0,4,4,8,6,10,0.090909091,0,0.090909091,0.090909091,0.181818182,0.136363636,0.227272727,138,389,221,26,24,116,0,122,87,0,8,Malware,Spyware-TIBS,Spyware-TIBS-7469e64fea64885609ff5e5a6256e808fdd81e6f797d5706b1cf4a96c96d0c1b-4.raw
40,16,9.875,0,208.825,1557,38.925,8353,208.825,0,642,2924,43,665,709,101,607,123,177,263,45,84,45,0.028230866,0.052697616,0.028230866,3,3,18,1,4,0,4,4,8,6,10,0.090909091,0,0.090909091,0.090909091,0.181818182,0.136363636,0.227272727,138,389,221,26,24,116,0,122,87,0,8,Malware,Spyware-TIBS,Spyware-TIBS-7469e64fea64885609ff5e5a6256e808fdd81e6f797d5706b1cf4a96c96d0c1b-5.raw
39,15,10.05128205,0,211.7179487,1523,39.05128205,8257,211.7179487,0,638,2893,42,683,702,100,599,119,175,259,44,82,44,0.02833226,0.05280103,0.02833226,3,3,18,1,5,0,5,5,9,7,11,0.113636364,0,0.113636364,0.113636364,0.204545455,0.159090909,0.25,138,389,221,26,24,116,0,121,87,0,8,Malware,Spyware-TIBS,Spyware-TIBS-7469e64fea64885609ff5e5a6256e808fdd81e6f797d5706b1cf4a96c96d0c1b-6.raw
37,15,10.18918919,0,215.7027027,1446,39.08108108,7981,215.7027027,0,623,2819,40,668,672,92,595,113,160,231,42,78,42,0.028649386,0.053206003,0.028649386,3,3,18,1,5,0,5,5,9,7,11,0.119047619,0,0.119047619,0.119047619,0.214285714,0.166666667,0.261904762,138,389,221,26,24,116,0,119,87,0,8,Malware,Spyware-TIBS,Spyware-TIBS-7469e64fea64885609ff5e5a6256e808fdd81e6f797d5706b1cf4a96c96d0c1b-7.raw
37,15,10.13513514,0,215.4594595,1446,39.08108108,7972,215.4594595,0,626,2817,40,668,670,92,595,113,161,231,42,78,42,0.028747433,0.05338809,0.028747433,3,3,18,1,1,0,1,1,5,3,7,0.026315789,0,0.026315789,0.026315789,0.131578947,0.078947368,0.184210526,138,389,221,26,24,116,0,119,87,0,8,Malware,Spyware-TIBS,Spyware-TIBS-7469e64fea64885609ff5e5a6256e808fdd81e6f797d5706b1cf4a96c96d0c1b-8.raw
37,15,10.2972973,0,215.6216216,1446,39.08108108,7978,215.6216216,0,626,2823,40,668,676,92,595,113,160,231,42,78,42,0.02878684,0.053461275,0.02878684,3,3,18,1,0,0,0,0,4,2,6,0,0,0,0,0.108108108,0.054054054,0.162162162,138,389,221,26,24,116,0,119,87,0,8,Malware,Spyware-TIBS,Spyware-TIBS-7469e64fea64885609ff5e5a6256e808fdd81e6f797d5706b1cf4a96c96d0c1b-9.raw
42,16,10.47619048,0,208.047619,1623,38.64285714,8738,208.047619,0,663,3040,45,684,813,105,650,120,175,262,49,90,49,0.029323758,0.053859964,0.029323758,4,4,24,1,2,0,2,2,6,4,8,0.045454545,0,0.045454545,0.045454545,0.136363636,0.090909091,0.181818182,138,389,221,26,24,116,0,122,86,0,8,Malware,Spyware-TIBS,Spyware-TIBS-7651d72f90c1aaecc18a032dd6140ec4def8a836e7efcfc83b9a3389345dcb10-1.raw
38,15,9.631578947,0,202,1437,37.81578947,7676,202,0,639,2679,40,627,638,94,580,107,135,226,44,81,44,0.030136986,0.055479452,0.030136986,3,3,18,1,2,0,2,2,6,4,8,0.05,0,0.05,0.05,0.15,0.1,0.2,138,389,221,26,24,116,0,119,86,0,8,Malware,Spyware-TIBS,Spyware-TIBS-7651d72f90c1aaecc18a032dd6140ec4def8a836e7efcfc83b9a3389345dcb10-10.raw
44,17,9.840909091,0,200.8181818,1675,38.06818182,8836,200.8181818,0,668,3082,47,698,792,109,653,126,181,270,49,92,49,0.02843877,0.053395241,0.02843877,4,4,24,1,2,0,2,2,6,4,8,0.043478261,0,0.043478261,0.043478261,0.130434783,0.086956522,0.173913043,138,389,221,26,24,116,0,122,86,0,8,Malware,Spyware-TIBS,Spyware-TIBS-7651d72f90c1aaecc18a032dd6140ec4def8a836e7efcfc83b9a3389345dcb10-2.raw
44,17,9.568181818,0,199.2954545,1666,37.86363636,8769,199.2954545,0,666,3056,47,698,764,109,650,126,179,270,47,90,47,0.027453271,0.052570093,0.027453271,4,4,24,1,2,0,2,2,6,4,8,0.043478261,0,0.043478261,0.043478261,0.130434783,0.086956522,0.173913043,138,389,221,26,24,116,0,122,86,0,8,Malware,Spyware-TIBS,Spyware-TIBS-7651d72f90c1aaecc18a032dd6140ec4def8a836e7efcfc83b9a3389345dcb10-3.raw
43,17,9.348837209,0,198.2325581,1617,37.60465116,8524,198.2325581,0,663,2980,46,693,718,107,616,123,176,265,47,89,47,0.028296207,0.053582179,0.028296207,4,4,24,1,3,0,3,3,7,5,9,0.065217391,0,0.065217391,0.065217391,0.152173913,0.108695652,0.195652174,138,389,221,26,24,116,0,122,86,0,8,Malware,Spyware-TIBS,Spyware-TIBS-7651d72f90c1aaecc18a032dd6140ec4def8a836e7efcfc83b9a3389345dcb10-4.raw
43,17,9.325581395,0,197.9767442,1617,37.60465116,8513,197.9767442,0,663,2971,46,693,713,107,616,123,176,265,47,89,47,0.028381643,0.053743961,0.028381643,4,4,24,1,3,0,3,3,7,5,9,0.065217391,0,0.065217391,0.065217391,0.152173913,0.108695652,0.195652174,138,389,221,26,24,116,0,122,86,0,8,Malware,Spyware-TIBS,Spyware-TIBS-7651d72f90c1aaecc18a032dd6140ec4def8a836e7efcfc83b9a3389345dcb10-5.raw
42,16,9.428571429,0,201.3809524,1591,37.88095238,8458,201.3809524,0,661,2961,45,711,707,106,614,119,175,264,46,87,46,0.028342575,0.053604436,0.028342575,4,4,24,1,4,0,4,4,8,6,10,0.086956522,0,0.086956522,0.086956522,0.173913043,0.130434783,0.217391304,138,389,221,26,24,116,0,121,86,0,8,Malware,Spyware-TIBS,Spyware-TIBS-7651d72f90c1aaecc18a032dd6140ec4def8a836e7efcfc83b9a3389345dcb10-6.raw
40,16,9.55,0,203.775,1505,37.625,8151,203.775,0,645,2875,43,696,680,98,604,113,159,233,44,83,44,0.028890348,0.054497702,0.028890348,4,4,24,1,6,0,6,6,10,8,12,0.130434783,0,0.130434783,0.130434783,0.217391304,0.173913043,0.260869565,138,389,221,26,24,116,0,119,86,0,8,Malware,Spyware-TIBS,Spyware-TIBS-7651d72f90c1aaecc18a032dd6140ec4def8a836e7efcfc83b9a3389345dcb10-7.raw
40,16,9.475,0,203.25,1505,37.625,8130,203.25,0,645,2871,43,696,675,98,604,113,159,233,44,83,44,0.028947368,0.054605263,0.028947368,4,4,24,1,0,0,0,0,4,2,6,0,0,0,0,0.1,0.05,0.15,138,389,221,26,24,116,0,119,86,0,8,Malware,Spyware-TIBS,Spyware-TIBS-7651d72f90c1aaecc18a032dd6140ec4def8a836e7efcfc83b9a3389345dcb10-8.raw
40,16,9.55,0,203.225,1505,37.625,8129,203.225,0,647,2870,43,696,673,98,604,113,159,233,44,83,44,0.028985507,0.054677207,0.028985507,4,4,24,1,0,0,0,0,4,2,6,0,0,0,0,0.1,0.05,0.15,138,389,221,26,24,116,0,119,86,0,8,Malware,Spyware-TIBS,Spyware-TIBS-7651d72f90c1aaecc18a032dd6140ec4def8a836e7efcfc83b9a3389345dcb10-9.raw
22,8,16.45454545,0,244.5454545,934,42.45454545,5380,244.5454545,0,477,1688,23,345,611,61,376,85,71,170,24,45,24,0.02507837,0.047021944,0.02507837,1,1,6,1,1,0,1,1,5,3,5,0.043478261,0,0.043478261,0.043478261,0.217391304,0.130434783,0.217391304,137,385,220,26,23,114,0,114,88,0,8,Malware,Spyware-TIBS,Spyware-TIBS-76ba065d9bbd91b3a2a24ae4c092e3dce4f2555b79ea5c14bc3ff9495ff7e965-1.raw
28,10,13.03571429,0,264.1428571,1276,45.57142857,7396,264.1428571,0,542,2654,31,567,652,73,607,110,138,221,32,59,32,0.02448355,0.045141546,0.02448355,2,2,12,1,0,0,0,0,4,2,5,0,0,0,0,0.142857143,0.071428571,0.178571429,138,389,221,26,24,116,0,120,88,0,8,Malware,Spyware-TIBS,Spyware-TIBS-76ba065d9bbd91b3a2a24ae4c092e3dce4f2555b79ea5c14bc3ff9495ff7e965-10.raw
22,8,16.54545455,0,245.7272727,936,42.54545455,5406,245.7272727,0,484,1705,23,353,613,61,376,85,71,170,25,46,25,0.026041667,0.047916667,0.026041667,1,1,6,1,0,0,0,0,4,2,5,0,0,0,0,0.181818182,0.090909091,0.227272727,137,385,220,26,23,114,0,114,88,0,8,Malware,Spyware-TIBS,Spyware-TIBS-76ba065d9bbd91b3a2a24ae4c092e3dce4f2555b79ea5c14bc3ff9495ff7e965-2.raw
22,8,16.40909091,0,240.6818182,936,42.54545455,5295,240.6818182,0,470,1691,23,353,620,61,376,85,71,170,25,46,25,0.026041667,0.047916667,0.026041667,1,1,6,1,0,0,0,0,4,2,5,0,0,0,0,0.181818182,0.090909091,0.227272727,137,385,220,26,23,114,0,114,88,0,8,Malware,Spyware-TIBS,Spyware-TIBS-76ba065d9bbd91b3a2a24ae4c092e3dce4f2555b79ea5c14bc3ff9495ff7e965-3.raw
22,8,13.45454545,0,230.7272727,936,42.54545455,5076,230.7272727,0,470,1612,23,353,476,61,376,85,71,170,25,46,25,0.026041667,0.047916667,0.026041667,1,1,6,1,0,0,0,0,4,2,5,0,0,0,0,0.181818182,0.090909091,0.227272727,137,385,220,26,23,114,0,114,88,0,8,Malware,Spyware-TIBS,Spyware-TIBS-76ba065d9bbd91b3a2a24ae4c092e3dce4f2555b79ea5c14bc3ff9495ff7e965-4.raw
22,8,13.36363636,0,229.2272727,936,42.54545455,5043,229.2272727,0,470,1600,23,353,463,61,376,85,71,170,25,46,25,0.026041667,0.047916667,0.026041667,1,1,6,1,0,0,0,0,4,2,5,0,0,0,0,0.181818182,0.090909091,0.227272727,137,385,220,26,23,114,0,114,88,0,8,Malware,Spyware-TIBS,Spyware-TIBS-76ba065d9bbd91b3a2a24ae4c092e3dce4f2555b79ea5c14bc3ff9495ff7e965-5.raw
22,8,13.72727273,0,234.8636364,939,42.68181818,5167,234.8636364,0,474,1688,23,356,487,61,376,85,73,170,26,47,26,0.026970954,0.048755187,0.026970954,1,1,6,1,0,0,0,0,4,2,5,0,0,0,0,0.181818182,0.090909091,0.227272727,137,385,220,26,23,114,0,114,88,0,8,Malware,Spyware-TIBS,Spyware-TIBS-76ba065d9bbd91b3a2a24ae4c092e3dce4f2555b79ea5c14bc3ff9495ff7e965-6.raw
27,9,14.03703704,0,269.2592593,1212,44.88888889,7270,269.2592593,0,542,2635,30,555,673,71,518,107,134,216,30,56,30,0.024174053,0.045124899,0.024174053,2,2,12,1,0,0,0,0,4,2,5,0,0,0,0,0.148148148,0.074074074,0.185185185,138,389,221,26,24,116,0,120,88,0,8,Malware,Spyware-TIBS,Spyware-TIBS-76ba065d9bbd91b3a2a24ae4c092e3dce4f2555b79ea5c14bc3ff9495ff7e965-7.raw
27,9,13.66666667,0,266.8518519,1212,44.88888889,7205,266.8518519,0,541,2606,30,556,650,71,518,107,134,216,30,56,30,0.024174053,0.045124899,0.024174053,2,2,12,1,0,0,0,0,4,2,5,0,0,0,0,0.148148148,0.074074074,0.185185185,138,389,221,26,24,116,0,120,88,0,8,Malware,Spyware-TIBS,Spyware-TIBS-76ba065d9bbd91b3a2a24ae4c092e3dce4f2555b79ea5c14bc3ff9495ff7e965-8.raw
27,9,13.33333333,0,265,1212,44.88888889,7155,265,0,541,2584,30,556,628,71,518,107,134,216,30,56,30,0.024174053,0.045124899,0.024174053,2,2,12,1,0,0,0,0,4,2,5,0,0,0,0,0.148148148,0.074074074,0.185185185,138,389,221,26,24,116,0,120,88,0,8,Malware,Spyware-TIBS,Spyware-TIBS-76ba065d9bbd91b3a2a24ae4c092e3dce4f2555b79ea5c14bc3ff9495ff7e965-9.raw
44,16,10.40909091,0,207.3636364,1708,38.81818182,9125,212.2093023,0,666,3083,46,731,859,108,704,129,194,283,54,96,54,0.030681818,0.054545455,0.030681818,48,788,288,8,1,0,2,1,6,3,8,0.022222222,0,0.044444444,0.022222222,0.133333333,0.066666667,0.177777778,138,389,221,26,24,116,0,123,87,0,8,Malware,Spyware-TIBS,Spyware-TIBS-78791f14568516cded277d28fae715f599d5074532d9a5f41fd1f0a14d648db2-1.raw
40,15,9.775,0,208.375,1542,38.55,8336,213.7435897,0,859,2746,41,682,695,97,640,116,158,249,50,88,50,0.031826862,0.056015277,0.031826862,62,18505,372,12.4,2,0,3,2,7,4,9,0.047619048,0,0.071428571,0.047619048,0.166666667,0.095238095,0.214285714,138,389,221,26,24,116,0,120,87,0,8,Malware,Spyware-TIBS,Spyware-TIBS-78791f14568516cded277d28fae715f599d5074532d9a5f41fd1f0a14d648db2-10.raw
44,16,10.06818182,0,210.3181818,1705,38.75,9255,215.2325581,0,875,3055,46,736,820,108,698,129,196,286,54,96,54,0.030734206,0.054638589,0.030734206,58,18456,348,9.666666667,0,0,1,0,5,2,7,0,0,0.022727273,0,0.113636364,0.045454545,0.159090909,138,389,221,26,24,116,0,123,87,0,8,Malware,Spyware-TIBS,Spyware-TIBS-78791f14568516cded277d28fae715f599d5074532d9a5f41fd1f0a14d648db2-2.raw
46,17,9.804347826,0,205.7391304,1779,38.67391304,9465,210.3333333,0,881,3130,48,753,829,112,713,135,202,293,54,98,54,0.029492081,0.053522665,0.029492081,62,18474,372,10.33333333,0,0,1,0,5,2,7,0,0,0.02173913,0,0.108695652,0.043478261,0.152173913,138,389,221,26,24,116,0,123,87,0,8,Malware,Spyware-TIBS,Spyware-TIBS-78791f14568516cded277d28fae715f599d5074532d9a5f41fd1f0a14d648db2-3.raw
45,17,9.577777778,0,203.9333333,1721,38.24444444,9178,208.5909091,0,877,3045,47,748,780,110,676,132,199,288,53,96,53,0.029943503,0.054237288,0.029943503,63,18506,378,10.5,1,0,2,1,6,3,8,0.02173913,0,0.043478261,0.02173913,0.130434783,0.065217391,0.173913043,138,389,221,26,24,116,0,123,87,0,8,Malware,Spyware-TIBS,Spyware-TIBS-78791f14568516cded277d28fae715f599d5074532d9a5f41fd1f0a14d648db2-4.raw
45,17,9.377777778,0,203.5111111,1721,38.24444444,9159,208.1590909,0,878,3037,47,748,766,110,676,132,199,288,53,96,53,0.030028329,0.054390935,0.030028329,63,18506,378,10.5,1,0,2,1,6,3,8,0.02173913,0,0.043478261,0.02173913,0.130434783,0.065217391,0.173913043,138,389,221,26,24,116,0,123,87,0,8,Malware,Spyware-TIBS,Spyware-TIBS-78791f14568516cded277d28fae715f599d5074532d9a5f41fd1f0a14d648db2-5.raw
44,16,9.454545455,0,205.3181818,1686,38.31818182,9035,210.1162791,0,875,3006,46,743,753,109,668,128,197,283,52,94,52,0.030179919,0.054556007,0.030179919,63,18506,378,10.5,2,0,3,2,7,4,9,0.043478261,0,0.065217391,0.043478261,0.152173913,0.086956522,0.195652174,138,389,221,26,24,116,0,122,87,0,8,Malware,Spyware-TIBS,Spyware-TIBS-78791f14568516cded277d28fae715f599d5074532d9a5f41fd1f0a14d648db2-6.raw
42,16,9.571428571,0,209.1190476,1610,38.33333333,8784,214.2439024,0,861,2931,44,751,725,101,664,122,182,256,50,90,50,0.030599755,0.055079559,0.030599755,63,18506,378,10.5,4,0,5,4,9,6,11,0.086956522,0,0.108695652,0.086956522,0.195652174,0.130434783,0.239130435,138,389,221,26,24,116,0,120,87,0,8,Malware,Spyware-TIBS,Spyware-TIBS-78791f14568516cded277d28fae715f599d5074532d9a5f41fd1f0a14d648db2-7.raw
42,16,9.523809524,0,208.7857143,1610,38.33333333,8770,213.902439,0,866,2927,44,751,721,101,664,122,183,256,50,90,50,0.030637255,0.055147059,0.030637255,63,18506,378,10.5,0,0,1,0,5,2,7,0,0,0.023809524,0,0.119047619,0.047619048,0.166666667,138,389,221,26,24,116,0,120,87,0,8,Malware,Spyware-TIBS,Spyware-TIBS-78791f14568516cded277d28fae715f599d5074532d9a5f41fd1f0a14d648db2-8.raw
42,16,9.642857143,0,208.8809524,1610,38.33333333,8774,214,0,864,2931,44,751,724,101,664,122,182,256,50,90,50,0.030693677,0.055248619,0.030693677,63,18506,378,10.5,0,0,1,0,5,2,7,0,0,0.023809524,0,0.119047619,0.047619048,0.166666667,138,389,221,26,24,116,0,120,87,0,8,Malware,Spyware-TIBS,Spyware-TIBS-78791f14568516cded277d28fae715f599d5074532d9a5f41fd1f0a14d648db2-9.raw
22,8,16.54545455,0,244.9545455,934,42.45454545,5389,244.9545455,0,479,1692,23,345,612,61,376,85,71,170,24,45,24,0.02507837,0.047021944,0.02507837,1,1,6,1,2,0,2,2,6,4,6,0.083333333,0,0.083333333,0.083333333,0.25,0.166666667,0.25,137,385,220,26,23,114,0,114,87,0,8,Malware,Spyware-TIBS,Spyware-TIBS-7c5d590afd39575ec7211e69d22acd56638f9356d955ac4ebca7bc93ad4f439b-1.raw
29,10,12.75862069,0,261.2413793,1322,45.5862069,7576,261.2413793,0,554,2685,32,578,665,79,611,113,158,243,34,62,34,0.025092251,0.045756458,0.025092251,2,2,12,1,3,0,3,3,7,5,9,0.09375,0,0.09375,0.09375,0.21875,0.15625,0.28125,138,389,221,26,24,116,0,120,87,0,8,Malware,Spyware-TIBS,Spyware-TIBS-7c5d590afd39575ec7211e69d22acd56638f9356d955ac4ebca7bc93ad4f439b-10.raw
22,8,16.59090909,0,245.9090909,936,42.54545455,5410,245.9090909,0,480,1712,23,353,614,61,376,85,71,170,25,46,25,0.026041667,0.047916667,0.026041667,1,1,6,1,0,0,0,0,4,2,5,0,0,0,0,0.181818182,0.090909091,0.227272727,137,385,220,26,23,114,0,114,87,0,8,Malware,Spyware-TIBS,Spyware-TIBS-7c5d590afd39575ec7211e69d22acd56638f9356d955ac4ebca7bc93ad4f439b-2.raw
22,8,16.45454545,0,241.6818182,936,42.54545455,5317,241.6818182,0,470,1698,23,353,619,61,376,85,71,170,25,46,25,0.026041667,0.047916667,0.026041667,1,1,6,1,0,0,0,0,4,2,5,0,0,0,0,0.181818182,0.090909091,0.227272727,137,385,220,26,23,114,0,114,87,0,8,Malware,Spyware-TIBS,Spyware-TIBS-7c5d590afd39575ec7211e69d22acd56638f9356d955ac4ebca7bc93ad4f439b-3.raw
22,8,13.86363636,0,232.3181818,936,42.54545455,5111,232.3181818,0,470,1623,23,353,496,61,376,85,71,170,25,46,25,0.026041667,0.047916667,0.026041667,1,1,6,1,0,0,0,0,4,2,5,0,0,0,0,0.181818182,0.090909091,0.227272727,137,385,220,26,23,114,0,114,87,0,8,Malware,Spyware-TIBS,Spyware-TIBS-7c5d590afd39575ec7211e69d22acd56638f9356d955ac4ebca7bc93ad4f439b-4.raw
22,8,13.45454545,0,229.3636364,936,42.54545455,5046,229.3636364,0,470,1599,23,353,465,61,376,85,71,170,25,46,25,0.026041667,0.047916667,0.026041667,1,1,6,1,0,0,0,0,4,2,5,0,0,0,0,0.181818182,0.090909091,0.227272727,137,385,220,26,23,114,0,114,87,0,8,Malware,Spyware-TIBS,Spyware-TIBS-7c5d590afd39575ec7211e69d22acd56638f9356d955ac4ebca7bc93ad4f439b-5.raw
22,8,13.81818182,0,235,939,42.68181818,5170,235,0,474,1687,23,356,489,61,376,85,73,170,26,47,26,0.026970954,0.048755187,0.026970954,1,1,6,1,0,0,0,0,4,2,5,0,0,0,0,0.181818182,0.090909091,0.227272727,137,385,220,26,23,114,0,114,87,0,8,Malware,Spyware-TIBS,Spyware-TIBS-7c5d590afd39575ec7211e69d22acd56638f9356d955ac4ebca7bc93ad4f439b-6.raw
27,9,14.07407407,0,269.2962963,1212,44.88888889,7271,269.2962963,0,542,2633,30,555,675,71,518,107,134,216,30,56,30,0.024174053,0.045124899,0.024174053,2,2,12,1,0,0,0,0,4,2,5,0,0,0,0,0.148148148,0.074074074,0.185185185,138,389,221,26,24,116,0,120,87,0,8,Malware,Spyware-TIBS,Spyware-TIBS-7c5d590afd39575ec7211e69d22acd56638f9356d955ac4ebca7bc93ad4f439b-7.raw
27,9,13.7037037,0,266.7407407,1212,44.88888889,7202,266.7407407,0,541,2604,30,556,652,71,518,107,134,216,30,56,30,0.024174053,0.045124899,0.024174053,2,2,12,1,0,0,0,0,4,2,5,0,0,0,0,0.148148148,0.074074074,0.185185185,138,389,221,26,24,116,0,120,87,0,8,Malware,Spyware-TIBS,Spyware-TIBS-7c5d590afd39575ec7211e69d22acd56638f9356d955ac4ebca7bc93ad4f439b-8.raw
28,10,13.64285714,0,268.0357143,1276,45.57142857,7505,268.0357143,0,549,2686,31,567,684,73,607,110,138,221,32,59,32,0.02448355,0.045141546,0.02448355,2,2,12,1,0,0,0,0,4,2,5,0,0,0,0,0.142857143,0.071428571,0.178571429,138,389,221,26,24,116,0,120,87,0,8,Malware,Spyware-TIBS,Spyware-TIBS-7c5d590afd39575ec7211e69d22acd56638f9356d955ac4ebca7bc93ad4f439b-9.raw
22,8,16.68181818,0,244.9090909,934,42.45454545,5388,244.9090909,0,478,1688,23,343,614,61,376,85,71,170,24,45,24,0.02507837,0.047021944,0.02507837,1,1,6,1,0,0,0,0,4,2,4,0,0,0,0,0.181818182,0.090909091,0.181818182,137,385,220,26,23,114,0,114,88,0,8,Malware,Spyware-TIBS,Spyware-TIBS-7cbae8b99aad8d5f683842fe9b1d44647599dfa2c73feac803baa1f9cbf789a8-1.raw
28,10,13.07142857,0,264.2142857,1276,45.57142857,7398,264.2142857,0,542,2652,31,565,653,73,607,110,138,221,32,59,32,0.02448355,0.045141546,0.02448355,2,2,12,1,0,0,0,0,4,2,5,0,0,0,0,0.142857143,0.071428571,0.178571429,138,389,221,26,24,116,0,120,88,0,8,Malware,Spyware-TIBS,Spyware-TIBS-7cbae8b99aad8d5f683842fe9b1d44647599dfa2c73feac803baa1f9cbf789a8-10.raw
22,8,16.5,0,243.4090909,934,42.45454545,5355,243.4090909,0,477,1678,23,343,606,61,376,85,71,170,24,45,24,0.02507837,0.047021944,0.02507837,1,1,6,1,0,0,0,0,4,2,5,0,0,0,0,0.181818182,0.090909091,0.227272727,137,385,220,26,23,114,0,114,88,0,8,Malware,Spyware-TIBS,Spyware-TIBS-7cbae8b99aad8d5f683842fe9b1d44647599dfa2c73feac803baa1f9cbf789a8-2.raw
22,8,16.5,0,245.1363636,936,42.54545455,5393,245.1363636,0,478,1698,23,351,611,61,376,85,71,170,25,46,25,0.026041667,0.047916667,0.026041667,1,1,6,1,0,0,0,0,4,2,5,0,0,0,0,0.181818182,0.090909091,0.227272727,137,385,220,26,23,114,0,114,88,0,8,Malware,Spyware-TIBS,Spyware-TIBS-7cbae8b99aad8d5f683842fe9b1d44647599dfa2c73feac803baa1f9cbf789a8-3.raw
22,8,14.36363636,0,234.5909091,936,42.54545455,5161,234.5909091,0,470,1639,23,351,532,61,376,85,71,170,25,46,25,0.026041667,0.047916667,0.026041667,1,1,6,1,0,0,0,0,4,2,5,0,0,0,0,0.181818182,0.090909091,0.227272727,137,385,220,26,23,114,0,114,88,0,8,Malware,Spyware-TIBS,Spyware-TIBS-7cbae8b99aad8d5f683842fe9b1d44647599dfa2c73feac803baa1f9cbf789a8-4.raw
22,8,13.5,0,229.7272727,936,42.54545455,5054,229.7272727,0,470,1601,23,351,469,61,376,85,71,170,25,46,25,0.026041667,0.047916667,0.026041667,1,1,6,1,0,0,0,0,4,2,5,0,0,0,0,0.181818182,0.090909091,0.227272727,137,385,220,26,23,114,0,114,88,0,8,Malware,Spyware-TIBS,Spyware-TIBS-7cbae8b99aad8d5f683842fe9b1d44647599dfa2c73feac803baa1f9cbf789a8-5.raw
22,8,13.59090909,0,234.2727273,939,42.68181818,5154,234.2727273,0,474,1679,23,354,482,61,376,85,73,170,26,47,26,0.026970954,0.048755187,0.026970954,1,1,6,1,0,0,0,0,4,2,5,0,0,0,0,0.181818182,0.090909091,0.227272727,137,385,220,26,23,114,0,114,88,0,8,Malware,Spyware-TIBS,Spyware-TIBS-7cbae8b99aad8d5f683842fe9b1d44647599dfa2c73feac803baa1f9cbf789a8-6.raw
27,9,13.88888889,0,268.2222222,1212,44.88888889,7242,268.2222222,0,541,2615,30,553,662,71,518,107,134,216,30,56,30,0.024174053,0.045124899,0.024174053,2,2,12,1,0,0,0,0,4,2,5,0,0,0,0,0.148148148,0.074074074,0.185185185,138,389,221,26,24,116,0,120,88,0,8,Malware,Spyware-TIBS,Spyware-TIBS-7cbae8b99aad8d5f683842fe9b1d44647599dfa2c73feac803baa1f9cbf789a8-7.raw
27,9,13.59259259,0,266.2592593,1212,44.88888889,7189,266.2592593,0,541,2592,30,554,643,71,518,107,134,216,30,56,30,0.024174053,0.045124899,0.024174053,2,2,12,1,0,0,0,0,4,2,5,0,0,0,0,0.148148148,0.074074074,0.185185185,138,389,221,26,24,116,0,120,88,0,8,Malware,Spyware-TIBS,Spyware-TIBS-7cbae8b99aad8d5f683842fe9b1d44647599dfa2c73feac803baa1f9cbf789a8-8.raw
27,9,13.44444444,0,265.5185185,1212,44.88888889,7169,265.5185185,0,541,2585,30,554,634,71,518,107,134,216,30,56,30,0.024174053,0.045124899,0.024174053,2,2,12,1,0,0,0,0,4,2,5,0,0,0,0,0.148148148,0.074074074,0.185185185,138,389,221,26,24,116,0,120,88,0,8,Malware,Spyware-TIBS,Spyware-TIBS-7cbae8b99aad8d5f683842fe9b1d44647599dfa2c73feac803baa1f9cbf789a8-9.raw
22,8,16.40909091,0,244.3181818,934,42.45454545,5375,244.3181818,0,479,1682,23,345,604,61,376,85,71,170,24,45,24,0.02507837,0.047021944,0.02507837,1,1,6,1,2,1,1,2,6,4,6,0.083333333,0.041666667,0.041666667,0.083333333,0.25,0.166666667,0.25,137,385,220,26,23,114,0,114,88,0,8,Malware,Spyware-TIBS,Spyware-TIBS-7ee08dbd8e61fb131cc2258ad23f01c675265c04b502aa8676da524f962a98ab-1.raw
28,10,13.25,0,265.0714286,1276,45.57142857,7422,265.0714286,0,542,2661,31,567,666,73,607,110,138,221,32,59,32,0.02448355,0.045141546,0.02448355,2,2,12,1,0,0,0,0,4,2,5,0,0,0,0,0.142857143,0.071428571,0.178571429,138,389,221,26,24,116,0,120,88,0,8,Malware,Spyware-TIBS,Spyware-TIBS-7ee08dbd8e61fb131cc2258ad23f01c675265c04b502aa8676da524f962a98ab-10.raw
