,Class
1100,0
24524,0
23201,0
40294,1
11478,0
3963,0
15702,0
40948,1
25814,0
11877,0
2766,0
49612,1
41140,1
44008,1
19491,0
11753,0
22688,0
35367,1
13413,0
18858,0
2279,0
36519,1
8163,0
14249,0
44747,1
40855,1
52602,1
53369,1
13443,0
55040,1
6583,0
52154,1
3916,0
16527,0
47540,1
12066,0
50594,1
22100,0
19460,0
12320,0
56736,1
20031,0
33299,1
51771,1
9174,0
38091,1
7142,0
33217,1
43178,1
24039,0
38506,1
34437,1
27500,0
17849,0
47165,1
25965,0
5525,0
53604,1
28244,0
27993,0
4851,0
8689,0
25246,0
16834,0
3653,0
15818,0
39086,1
54140,1
14421,0
896,0
28205,0
56774,1
3827,0
5595,0
8733,0
3948,0
26659,0
44574,1
39152,1
5910,0
38494,1
23754,0
42477,1
13225,0
19774,0
50890,1
52808,1
1829,0
39970,1
27849,0
16793,0
10438,0
20744,0
17147,0
27182,0
1738,0
24002,0
37926,1
7845,0
20157,0
55602,1
34582,1
25125,0
41938,1
31927,1
20437,0
58438,1
52714,1
47169,1
53781,1
4362,0
8791,0
26199,0
31318,1
52751,1
2801,0
29277,0
10000,0
20283,0
47543,1
39906,1
56226,1
43837,1
16040,0
7920,0
45783,1
53054,1
33425,1
41109,1
35410,1
47764,1
51066,1
33360,1
52490,1
34061,1
49467,1
48839,1
32840,1
40139,1
58540,1
49387,1
51720,1
10401,0
25160,0
15696,0
49949,1
42298,1
7678,0
47117,1
13881,0
20708,0
48427,1
26424,0
34369,1
17626,0
17009,0
52146,1
32649,1
46448,1
26396,0
5111,0
34694,1
11506,0
32527,1
8480,0
46925,1
7153,0
50304,1
47202,1
28506,0
45848,1
39150,1
38023,1
17400,0
41354,1
2876,0
4791,0
13365,0
25365,0
38677,1
21790,0
30472,1
53821,1
45825,1
56092,1
5816,0
51564,1
40955,1
49346,1
17708,0
34114,1
37817,1
16148,0
19366,0
19652,0
57372,1
57246,1
21752,0
35500,1
17323,0
21669,0
44528,1
10169,0
17746,0
53742,1
12285,0
6889,0
25708,0
51293,1
43413,1
24937,0
45443,1
26368,0
3053,0
19217,0
41641,1
40450,1
9804,0
6812,0
42273,1
54104,1
14457,0
32439,1
32448,1
1587,0
20900,0
22952,0
25218,0
42113,1
28760,0
36076,1
40148,1
22030,0
11159,0
38787,1
33613,1
18872,0
24298,0
40179,1
55025,1
39219,1
52252,1
31067,1
8626,0
48244,1
5954,0
38551,1
16809,0
57320,1
57378,1
45401,1
54570,1
36907,1
25165,0
8431,0
49860,1
28655,0
4608,0
2321,0
8531,0
10512,0
1192,0
3991,0
30801,1
33514,1
28850,0
21178,0
2559,0
23786,0
20651,0
46225,1
51060,1
23029,0
8623,0
51410,1
35834,1
1410,0
47550,1
56785,1
42036,1
34804,1
49166,1
9595,0
46014,1
17218,0
35820,1
25386,0
46763,1
37325,1
14570,0
46323,1
30372,1
1836,0
31089,1
41280,1
9036,0
26735,0
867,0
18717,0
146,0
33788,1
33352,1
20363,0
8703,0
33703,1
18379,0
39710,1
28417,0
14630,0
422,0
42032,1
2681,0
9639,0
33598,1
22871,0
11299,0
47645,1
57060,1
18236,0
54626,1
3788,0
14406,0
1220,0
50442,1
37662,1
9367,0
56435,1
20696,0
45816,1
27193,0
14266,0
486,0
5438,0
40403,1
53873,1
7409,0
21996,0
56552,1
36101,1
38523,1
29588,1
56889,1
50506,1
37850,1
49730,1
21173,0
12074,0
31631,1
52426,1
58576,1
1574,0
48285,1
53621,1
32191,1
27824,0
3109,0
51406,1
33084,1
10436,0
23175,0
16812,0
24939,0
41402,1
24966,0
36640,1
30337,1
6916,0
2201,0
31291,1
25997,0
16291,0
19074,0
23963,0
43866,1
7510,0
27938,0
50992,1
30027,1
7174,0
16115,0
23342,0
377,0
16027,0
41139,1
3349,0
47771,1
18369,0
10530,0
52299,1
42489,1
46379,1
3007,0
53749,1
54573,1
55930,1
41946,1
56636,1
29299,1
8624,0
1362,0
40827,1
46839,1
12733,0
20503,0
34902,1
5166,0
47597,1
22095,0
56965,1
2818,0
6163,0
28544,0
4191,0
22497,0
50089,1
43019,1
4797,0
26265,0
54113,1
9776,0
36237,1
16917,0
15090,0
19,0
25306,0
26282,0
27455,0
23232,0
3209,0
16142,0
15336,0
47028,1
47918,1
56118,1
33979,1
28040,0
54943,1
55322,1
35607,1
7013,0
32913,1
22734,0
56213,1
25612,0
56048,1
25665,0
52752,1
27213,0
33539,1
45276,1
37799,1
46987,1
49704,1
41521,1
5117,0
30091,1
22836,0
37815,1
16651,0
36304,1
46131,1
29298,1
11828,0
27715,0
45206,1
32381,1
19506,0
38644,1
55396,1
26050,0
1421,0
2205,0
49420,1
31084,1
40682,1
23698,0
8486,0
10027,0
20199,0
39629,1
20018,0
2375,0
23440,0
56373,1
29527,1
52327,1
56640,1
36968,1
14956,0
40998,1
7260,0
39189,1
10090,0
35557,1
6651,0
14143,0
27046,0
12597,0
12321,0
50701,1
10899,0
1598,0
20556,0
5922,0
369,0
22221,0
36312,1
26091,0
48721,1
47669,1
6756,0
47551,1
25802,0
10869,0
28447,0
1841,0
36211,1
53724,1
4288,0
37970,1
12761,0
17189,0
11014,0
32883,1
37696,1
34665,1
53930,1
48658,1
24434,0
57000,1
8983,0
28988,0
36259,1
30878,1
21015,0
44586,1
16338,0
43567,1
52413,1
16196,0
33942,1
24769,0
55267,1
21516,0
55816,1
20045,0
6577,0
32832,1
55077,1
32334,1
45530,1
3107,0
53231,1
51535,1
22353,0
26940,0
21369,0
16267,0
8551,0
9925,0
43458,1
55984,1
6810,0
55778,1
39978,1
9250,0
44130,1
574,0
34502,1
46068,1
5332,0
26622,0
39053,1
37282,1
33171,1
1537,0
13289,0
6162,0
39782,1
35939,1
58061,1
39522,1
22806,0
20955,0
35787,1
18528,0
36762,1
53407,1
36004,1
43275,1
32741,1
31860,1
26997,0
58198,1
17321,0
51563,1
32131,1
35069,1
57128,1
3607,0
47012,1
49883,1
26388,0
22563,0
38092,1
33984,1
1067,0
4367,0
46052,1
17066,0
51781,1
49524,1
13972,0
38557,1
26288,0
1216,0
52218,1
13905,0
19409,0
35374,1
2119,0
12949,0
51559,1
50202,1
14095,0
28510,0
58240,1
359,0
8452,0
58451,1
23991,0
5743,0
2148,0
55458,1
54799,1
24644,0
53829,1
54092,1
20946,0
62,0
50477,1
43243,1
26877,0
10376,0
14998,0
50471,1
13113,0
55624,1
11805,0
45495,1
46316,1
20273,0
44841,1
107,0
8963,0
1061,0
33820,1
54450,1
14728,0
20967,0
29934,1
23420,0
33678,1
36547,1
29746,1
42054,1
30509,1
21990,0
45647,1
21143,0
25335,0
25073,0
18651,0
52845,1
36352,1
39129,1
14209,0
29597,1
11983,0
13068,0
750,0
22066,0
28157,0
33444,1
49588,1
41494,1
55481,1
24683,0
41513,1
26081,0
54768,1
32362,1
25421,0
21851,0
25509,0
32924,1
55146,1
19500,0
22636,0
24659,0
167,0
8575,0
24005,0
41216,1
46224,1
22287,0
55673,1
37917,1
48883,1
12455,0
10275,0
37077,1
28223,0
57138,1
25260,0
17895,0
36859,1
46960,1
38542,1
45626,1
20015,0
5859,0
38248,1
19532,0
41752,1
14358,0
44561,1
34379,1
37204,1
10368,0
58283,1
42738,1
48563,1
57720,1
21892,0
29745,1
19476,0
366,0
32320,1
17010,0
22906,0
22729,0
19812,0
30892,1
44932,1
7086,0
15100,0
9769,0
30673,1
34855,1
41903,1
11135,0
56528,1
30600,1
27445,0
29927,1
48868,1
15516,0
56562,1
26889,0
29408,1
9271,0
53996,1
57644,1
35885,1
47904,1
16257,0
31764,1
49005,1
26415,0
7195,0
52418,1
34427,1
49682,1
7018,0
30696,1
57371,1
5082,0
14898,0
10134,0
42793,1
56818,1
35431,1
33211,1
51374,1
9405,0
29481,1
43228,1
57800,1
16174,0
29412,1
14616,0
47953,1
32583,1
40830,1
21631,0
54262,1
36800,1
54999,1
46580,1
8106,0
26852,0
43882,1
14508,0
54144,1
36645,1
51447,1
36330,1
18173,0
10170,0
1717,0
44874,1
21709,0
44111,1
31446,1
34115,1
24202,0
44059,1
7403,0
21268,0
18616,0
5161,0
53089,1
20482,0
44958,1
21391,0
29770,1
20843,0
2389,0
13394,0
7683,0
43006,1
7982,0
27865,0
11815,0
7407,0
28076,0
0,0
24751,0
23489,0
52603,1
36564,1
37540,1
37536,1
13307,0
11794,0
41756,1
9567,0
2268,0
50886,1
22816,0
45827,1
50225,1
11145,0
25845,0
26629,0
22105,0
2743,0
57206,1
4863,0
2901,0
15218,0
54900,1
56735,1
32210,1
55846,1
20568,0
24828,0
28799,0
27655,0
43703,1
20419,0
23438,0
37916,1
15004,0
36710,1
54811,1
56445,1
25675,0
43583,1
3338,0
52451,1
22131,0
51503,1
53693,1
17012,0
41315,1
47474,1
49919,1
1345,0
17021,0
29688,1
39293,1
5932,0
14059,0
9621,0
26407,0
50468,1
32916,1
50439,1
29923,1
5860,0
38607,1
46081,1
31694,1
29628,1
32070,1
12310,0
40078,1
4556,0
44599,1
48723,1
4839,0
29761,1
44106,1
21482,0
41077,1
49689,1
30486,1
10633,0
4633,0
55376,1
7401,0
9579,0
469,0
43494,1
16840,0
18523,0
11028,0
17131,0
47588,1
40164,1
51280,1
49181,1
39513,1
9929,0
10149,0
32616,1
22018,0
23668,0
19860,0
6619,0
26448,0
18860,0
7988,0
4215,0
11508,0
54270,1
19745,0
55844,1
9058,0
11917,0
14068,0
49140,1
58529,1
55965,1
45667,1
20678,0
30249,1
53525,1
22611,0
25964,0
8090,0
2038,0
34280,1
47146,1
3098,0
649,0
22753,0
12573,0
14861,0
49638,1
56894,1
17152,0
25175,0
33679,1
38581,1
31068,1
25842,0
39057,1
17474,0
7303,0
18989,0
360,0
2160,0
29092,0
36393,1
48252,1
56804,1
43742,1
18267,0
58352,1
39890,1
47199,1
17695,0
5804,0
18182,0
44790,1
25921,0
17838,0
891,0
52332,1
177,0
6955,0
38727,1
37614,1
34189,1
33008,1
49528,1
28592,0
6706,0
15138,0
10904,0
25309,0
28645,0
13497,0
44327,1
26642,0
27922,0
12766,0
4092,0
33477,1
50033,1
28382,0
36307,1
4849,0
28687,0
1784,0
51474,1
32751,1
14278,0
32495,1
40467,1
41851,1
30532,1
34553,1
41018,1
44284,1
41312,1
862,0
33649,1
10108,0
38587,1
40933,1
23268,0
16520,0
42213,1
38829,1
58234,1
35453,1
37119,1
16204,0
16874,0
4278,0
3449,0
50472,1
14463,0
16054,0
31166,1
33623,1
11892,0
1897,0
56478,1
27344,0
50367,1
30034,1
39398,1
32121,1
49737,1
40205,1
19347,0
43886,1
19803,0
46564,1
47678,1
32306,1
13188,0
3809,0
14928,0
1684,0
42898,1
44013,1
56426,1
16952,0
53669,1
47259,1
239,0
56139,1
22383,0
24460,0
17570,0
51727,1
45636,1
42766,1
32533,1
11066,0
19705,0
4537,0
3923,0
6393,0
56635,1
37406,1
14092,0
938,0
17612,0
17288,0
3244,0
56828,1
9126,0
29974,1
13676,0
16407,0
56454,1
24178,0
25844,0
45093,1
35064,1
32084,1
22021,0
53260,1
18612,0
22127,0
24678,0
35889,1
32400,1
56847,1
56733,1
18353,0
12378,0
33876,1
11878,0
46009,1
14757,0
44431,1
54229,1
11007,0
52532,1
33857,1
41388,1
41302,1
13002,0
13968,0
8564,0
57645,1
55552,1
50935,1
6107,0
38369,1
6000,0
10266,0
26509,0
19754,0
25233,0
29231,0
30406,1
53317,1
53896,1
339,0
21957,0
34774,1
53685,1
50055,1
54268,1
50636,1
35686,1
24486,0
45828,1
45076,1
37227,1
6778,0
42029,1
28725,0
36613,1
15538,0
29021,0
21537,0
3233,0
8032,0
58389,1
17947,0
44888,1
35862,1
58571,1
23880,0
39210,1
53050,1
16565,0
34258,1
12530,0
23569,0
8010,0
26202,0
9002,0
21998,0
1371,0
22280,0
4059,0
13740,0
25123,0
8306,0
58332,1
36999,1
13901,0
52,0
5314,0
52433,1
2867,0
53477,1
7090,0
11129,0
2888,0
7661,0
39046,1
16261,0
37709,1
36913,1
11074,0
38136,1
51832,1
51002,1
27090,0
3146,0
30820,1
29322,1
23834,0
18724,0
5812,0
28608,0
29105,0
20470,0
31678,1
15986,0
12137,0
21278,0
12407,0
47844,1
51440,1
9225,0
48748,1
5045,0
15570,0
35371,1
50375,1
10232,0
1412,0
34382,1
35541,1
13233,0
23889,0
30236,1
9593,0
6066,0
53377,1
21735,0
17969,0
37461,1
9666,0
38447,1
37361,1
13342,0
53955,1
51300,1
55999,1
19955,0
2503,0
7668,0
21039,0
47967,1
37689,1
44357,1
42385,1
13092,0
45965,1
25517,0
23692,0
5559,0
6065,0
23057,0
3978,0
56407,1
50447,1
17787,0
37641,1
34516,1
25296,0
35068,1
34218,1
48056,1
6532,0
4925,0
20593,0
38735,1
9706,0
27366,0
16708,0
24313,0
14626,0
56268,1
18538,0
1725,0
22831,0
44076,1
28171,0
17106,0
27162,0
10246,0
14444,0
10792,0
50075,1
19468,0
33087,1
58368,1
18310,0
41600,1
27910,0
50962,1
55524,1
21247,0
618,0
51247,1
6300,0
3718,0
15312,0
10364,0
23111,0
27850,0
3465,0
16026,0
17264,0
34948,1
46607,1
38560,1
52865,1
21110,0
16160,0
18389,0
39686,1
44274,1
29340,1
4597,0
50093,1
52340,1
44368,1
40895,1
56166,1
43045,1
27538,0
10963,0
7985,0
52569,1
28154,0
44027,1
54758,1
18807,0
45878,1
32406,1
22237,0
11808,0
38015,1
55780,1
28784,0
28561,0
58249,1
40578,1
55381,1
7695,0
36215,1
12810,0
44981,1
40459,1
26986,0
37129,1
29980,1
12403,0
22334,0
53517,1
24095,0
32847,1
8493,0
53321,1
7986,0
57887,1
36886,1
22253,0
37592,1
17767,0
42041,1
32293,1
39009,1
52339,1
15363,0
43388,1
38811,1
55896,1
23759,0
1063,0
35237,1
41453,1
47641,1
52796,1
33753,1
32570,1
44082,1
13078,0
21144,0
52948,1
35006,1
3856,0
57853,1
43783,1
11000,0
10137,0
52944,1
14302,0
14338,0
23488,0
36487,1
13240,0
35727,1
6688,0
6825,0
11569,0
45652,1
43629,1
16954,0
44692,1
33153,1
49668,1
25548,0
18016,0
14038,0
23424,0
29452,1
36496,1
11008,0
23330,0
212,0
43133,1
21059,0
46710,1
6103,0
31040,1
34229,1
18053,0
24104,0
21433,0
55281,1
40744,1
43839,1
15872,0
52131,1
36751,1
58471,1
22425,0
6312,0
14088,0
32972,1
29400,1
30557,1
43443,1
35441,1
28994,0
36152,1
11495,0
11106,0
18408,0
4180,0
48893,1
38055,1
41964,1
11843,0
45550,1
18960,0
38970,1
10427,0
34939,1
7498,0
36665,1
1833,0
49224,1
43018,1
13227,0
22406,0
17923,0
50773,1
29947,1
14146,0
3735,0
51011,1
27520,0
452,0
6024,0
35139,1
12612,0
43796,1
38613,1
24042,0
19755,0
3821,0
18653,0
55741,1
29636,1
55148,1
41729,1
57039,1
45711,1
7922,0
14840,0
16185,0
57509,1
30863,1
22756,0
45234,1
19685,0
49227,1
1601,0
41665,1
56107,1
5942,0
5823,0
9525,0
1488,0
23824,0
21578,0
11444,0
2026,0
42018,1
36726,1
38891,1
28017,0
58358,1
57505,1
25337,0
24962,0
12969,0
54020,1
25154,0
25871,0
47378,1
20167,0
33525,1
31891,1
30904,1
38354,1
44723,1
46062,1
44362,1
35291,1
14136,0
15800,0
57827,1
7899,0
40878,1
696,0
47677,1
54446,1
40835,1
30151,1
17500,0
45087,1
48972,1
30100,1
6005,0
56400,1
34445,1
30852,1
9426,0
50912,1
21614,0
43756,1
2153,0
57855,1
51992,1
19249,0
24329,0
50876,1
25724,0
55204,1
33466,1
36671,1
16759,0
45219,1
46609,1
5666,0
39517,1
4840,0
52665,1
30106,1
11042,0
6006,0
33503,1
39956,1
52308,1
38374,1
23875,0
18223,0
38250,1
18407,0
653,0
57268,1
14897,0
49331,1
43519,1
36815,1
31370,1
53077,1
51919,1
31193,1
13349,0
2194,0
48826,1
34360,1
27034,0
56947,1
49937,1
6755,0
30725,1
39042,1
44516,1
7085,0
15616,0
13966,0
18398,0
36866,1
12169,0
9257,0
33501,1
45609,1
58151,1
11440,0
35839,1
2337,0
30830,1
57123,1
1582,0
30039,1
8726,0
21696,0
43829,1
12555,0
26815,0
14396,0
35104,1
6975,0
51345,1
42499,1
12093,0
11857,0
55820,1
39615,1
1330,0
27549,0
7233,0
38738,1
5216,0
399,0
44802,1
35010,1
46754,1
43731,1
40469,1
4187,0
13813,0
1224,0
38410,1
45361,1
25108,0
30298,1
45781,1
34027,1
41569,1
26310,0
55686,1
31683,1
43029,1
28096,0
14645,0
29571,1
50784,1
16011,0
37341,1
47156,1
40641,1
30856,1
2317,0
31943,1
5357,0
49274,1
6076,0
7746,0
20289,0
53437,1
51879,1
14225,0
42456,1
34440,1
9259,0
49616,1
14090,0
7809,0
46491,1
55900,1
7974,0
2178,0
12487,0
12897,0
26775,0
10107,0
21114,0
16147,0
46252,1
681,0
18329,0
11327,0
37966,1
39898,1
44885,1
22214,0
35646,1
46296,1
26344,0
37620,1
57070,1
11899,0
41701,1
26681,0
45165,1
21749,0
25024,0
55894,1
24668,0
2412,0
20591,0
13637,0
2128,0
18464,0
36965,1
30047,1
52760,1
3752,0
24972,0
54326,1
11525,0
2134,0
43861,1
12747,0
13535,0
2361,0
17809,0
36468,1
49472,1
820,0
50051,1
47002,1
37521,1
45606,1
39295,1
57915,1
25005,0
18409,0
8552,0
4573,0
8027,0
33480,1
53023,1
38173,1
22133,0
44925,1
42728,1
27362,0
8952,0
11188,0
58385,1
25219,0
26340,0
17282,0
3314,0
261,0
16182,0
42821,1
32587,1
24577,0
18470,0
4035,0
50149,1
37007,1
19243,0
36788,1
451,0
5229,0
37581,1
35013,1
11882,0
50817,1
51537,1
11924,0
3595,0
31894,1
48491,1
659,0
21183,0
38721,1
55712,1
20386,0
46176,1
24560,0
45431,1
14445,0
56291,1
37992,1
8991,0
21519,0
50803,1
23452,0
10875,0
12506,0
3799,0
20160,0
51251,1
39951,1
19669,0
17112,0
26389,0
5880,0
22269,0
50078,1
32620,1
5987,0
9073,0
32393,1
1392,0
30946,1
37087,1
4220,0
51068,1
46901,1
19912,0
9012,0
7802,0
30730,1
26541,0
55723,1
12872,0
46408,1
48631,1
19578,0
17798,0
7249,0
42331,1
8215,0
10349,0
34942,1
58465,1
17804,0
26676,0
13958,0
38052,1
53252,1
39010,1
17573,0
30405,1
52606,1
7955,0
17322,0
14676,0
7677,0
32771,1
4047,0
34736,1
8579,0
2918,0
46405,1
56961,1
30791,1
25292,0
51579,1
9349,0
3932,0
37335,1
49719,1
37645,1
16310,0
25115,0
58557,1
56845,1
28473,0
40301,1
5205,0
26982,0
21628,0
23021,0
52150,1
40306,1
58376,1
23245,0
2550,0
47977,1
13650,0
1618,0
37078,1
44037,1
3499,0
37185,1
53214,1
43853,1
19490,0
46244,1
1011,0
56271,1
23693,0
15335,0
7297,0
41169,1
27880,0
25241,0
32365,1
6922,0
30562,1
43313,1
29949,1
24225,0
35483,1
19893,0
33789,1
30651,1
18795,0
8500,0
38359,1
12434,0
44070,1
45023,1
4663,0
37111,1
46578,1
2177,0
29783,1
4876,0
21145,0
53119,1
8528,0
47577,1
25385,0
15936,0
57591,1
55053,1
24218,0
18921,0
8643,0
36159,1
17491,0
19999,0
57659,1
10806,0
39185,1
52926,1
40684,1
26598,0
8609,0
45862,1
36782,1
11140,0
24159,0
35730,1
42244,1
49776,1
5760,0
30006,1
51319,1
54959,1
40231,1
51494,1
20543,0
45439,1
17203,0
12480,0
56251,1
10777,0
15085,0
33463,1
32515,1
37216,1
24414,0
19740,0
10680,0
49926,1
40334,1
42414,1
15567,0
17572,0
39624,1
49764,1
945,0
3090,0
8504,0
46436,1
33922,1
55247,1
6377,0
48622,1
49021,1
41771,1
11991,0
21583,0
16534,0
43422,1
9555,0
20075,0
58323,1
35095,1
48772,1
52162,1
47062,1
9470,0
34025,1
53150,1
21378,0
44895,1
3399,0
46411,1
28216,0
6170,0
26274,0
27787,0
22312,0
6771,0
16889,0
9194,0
6931,0
5088,0
4622,0
6483,0
37669,1
40292,1
3187,0
2896,0
32486,1
32279,1
49086,1
35719,1
16865,0
711,0
38344,1
11238,0
27937,0
29196,0
28953,0
2641,0
22405,0
2617,0
36995,1
9664,0
39445,1
14320,0
36951,1
23450,0
39704,1
47701,1
17119,0
36253,1
12240,0
2163,0
6109,0
12351,0
9319,0
36223,1
25012,0
25480,0
15705,0
27300,0
40084,1
9501,0
49219,1
51240,1
25743,0
46308,1
13912,0
37829,1
15780,0
19853,0
47964,1
45166,1
17013,0
37158,1
18114,0
11092,0
8789,0
37008,1
1395,0
41339,1
17897,0
41788,1
46993,1
43598,1
28354,0
29162,0
28173,0
34389,1
29925,1
49237,1
19006,0
29190,0
44068,1
55878,1
11660,0
29869,1
8351,0
11679,0
6528,0
319,0
50734,1
45831,1
57762,1
45976,1
57743,1
19487,0
57172,1
55325,1
14018,0
22897,0
23090,0
10031,0
16552,0
12215,0
24868,0
48014,1
29937,1
28877,0
23760,0
19390,0
36133,1
36649,1
16660,0
37675,1
40680,1
5871,0
36871,1
58509,1
56668,1
28908,0
53047,1
19020,0
19470,0
6075,0
46832,1
56512,1
13842,0
29640,1
27119,0
34398,1
30592,1
28437,0
43012,1
7035,0
56787,1
21769,0
30272,1
20685,0
15863,0
9826,0
7570,0
12873,0
28283,0
19268,0
1602,0
182,0
38743,1
11898,0
42631,1
626,0
25776,0
2123,0
38020,1
23122,0
12033,0
3026,0
38678,1
33137,1
41357,1
23535,0
42437,1
38006,1
1715,0
52977,1
3214,0
39669,1
21251,0
30853,1
35030,1
47618,1
26805,0
28143,0
42787,1
50369,1
33481,1
29101,0
23517,0
3151,0
54865,1
53210,1
4659,0
43301,1
22000,0
34751,1
1535,0
26513,0
33747,1
44540,1
3940,0
26729,0
19654,0
35403,1
13801,0
12683,0
54779,1
27994,0
30212,1
27816,0
55612,1
26007,0
10797,0
14071,0
45487,1
32177,1
4335,0
19343,0
43581,1
33356,1
22640,0
32196,1
23138,0
30758,1
57818,1
9820,0
6327,0
34878,1
52399,1
30131,1
55340,1
24761,0
1992,0
11885,0
43402,1
32441,1
5264,0
54789,1
33644,1
22284,0
30427,1
49339,1
42657,1
24809,0
19517,0
24561,0
54073,1
48343,1
50718,1
19989,0
10538,0
38221,1
34549,1
58242,1
42687,1
6166,0
57344,1
30302,1
24728,0
25610,0
50632,1
46577,1
1950,0
48699,1
24061,0
43378,1
52360,1
17718,0
24832,0
12572,0
18675,0
29617,1
42469,1
9004,0
21885,0
10873,0
7362,0
47350,1
54617,1
4459,0
37880,1
29151,0
24103,0
20821,0
39544,1
51546,1
32973,1
14389,0
9857,0
18166,0
52052,1
25823,0
6388,0
27407,0
28495,0
31345,1
21993,0
2884,0
41604,1
14409,0
10367,0
3504,0
32350,1
31445,1
29815,1
35029,1
53658,1
11712,0
42680,1
52885,1
58075,1
32989,1
56414,1
6594,0
25183,0
3297,0
57686,1
50788,1
56522,1
8334,0
25202,0
30681,1
759,0
43633,1
56350,1
40059,1
38892,1
42550,1
5279,0
34112,1
51022,1
52676,1
39516,1
22751,0
24620,0
20745,0
42757,1
15669,0
272,0
53175,1
24746,0
31645,1
44787,1
38304,1
21845,0
3737,0
5807,0
20415,0
28797,0
57956,1
42109,1
53083,1
26019,0
16400,0
37108,1
45321,1
49666,1
27091,0
55310,1
21950,0
38256,1
41826,1
2373,0
28806,0
45986,1
14272,0
58317,1
18781,0
6275,0
8348,0
32961,1
17959,0
33520,1
48702,1
33243,1
21584,0
28253,0
3578,0
715,0
14317,0
36426,1
38257,1
48231,1
45671,1
38076,1
3939,0
42409,1
1352,0
34670,1
9533,0
6717,0
10711,0
1161,0
58304,1
34224,1
42958,1
25120,0
36597,1
25666,0
11503,0
927,0
53869,1
19119,0
41164,1
40363,1
46857,1
18413,0
52716,1
16583,0
27754,0
39446,1
44487,1
11026,0
4965,0
21784,0
56649,1
57144,1
47783,1
17387,0
58545,1
32822,1
34103,1
1298,0
20870,0
56762,1
10671,0
15689,0
3031,0
5022,0
5211,0
2903,0
17707,0
5582,0
36515,1
56265,1
55904,1
53383,1
50464,1
53680,1
24882,0
12561,0
17836,0
51622,1
1527,0
17422,0
24655,0
31800,1
6083,0
15209,0
14425,0
21112,0
30098,1
18040,0
5388,0
4879,0
41142,1
49939,1
37343,1
30680,1
53606,1
53074,1
17578,0
46141,1
40230,1
42277,1
25867,0
26362,0
19739,0
32530,1
35864,1
40755,1
11184,0
26193,0
19209,0
28210,0
10705,0
16366,0
17918,0
7001,0
28931,0
16559,0
17647,0
58232,1
50678,1
54962,1
11374,0
16110,0
28215,0
2517,0
26909,0
42247,1
49089,1
38360,1
20203,0
6060,0
19946,0
22665,0
4995,0
32091,1
42612,1
42392,1
55455,1
12011,0
19142,0
43663,1
32408,1
35300,1
58349,1
51270,1
42452,1
14022,0
58275,1
26369,0
36111,1
40165,1
36522,1
23756,0
22175,0
415,0
8928,0
58251,1
309,0
30940,1
50445,1
17490,0
37826,1
29884,1
16617,0
23026,0
28755,0
7854,0
44986,1
50237,1
58124,1
35534,1
33517,1
17254,0
44548,1
12618,0
48866,1
47448,1
51945,1
33587,1
32211,1
49262,1
28901,0
56570,1
52641,1
35502,1
29633,1
55198,1
10187,0
27644,0
30264,1
41961,1
20044,0
21111,0
28181,0
51761,1
43390,1
39926,1
40323,1
34217,1
55430,1
32769,1
43326,1
18993,0
16592,0
53786,1
39146,1
35037,1
18147,0
49508,1
44651,1
39877,1
46083,1
28117,0
17470,0
10641,0
1728,0
49817,1
43274,1
56988,1
53370,1
55507,1
28870,0
13274,0
23266,0
53893,1
54503,1
40511,1
8402,0
4157,0
42970,1
25858,0
40247,1
34744,1
5250,0
2047,0
55209,1
13439,0
17911,0
18741,0
2229,0
34724,1
8926,0
25040,0
37039,1
7110,0
26328,0
33435,1
48424,1
30115,1
11638,0
35348,1
4264,0
29706,1
29743,1
36160,1
8393,0
12781,0
20625,0
10450,0
16978,0
20434,0
24480,0
17199,0
24348,0
31017,1
51928,1
1335,0
40145,1
55967,1
11290,0
2312,0
26012,0
45252,1
19361,0
13753,0
42000,1
57936,1
33132,1
23667,0
30400,1
52984,1
13260,0
49364,1
37591,1
27723,0
6843,0
27864,0
42786,1
12507,0
34296,1
32837,1
12680,0
647,0
42158,1
41396,1
34730,1
4717,0
34144,1
48109,1
21193,0
16787,0
2498,0
10622,0
19039,0
2496,0
26754,0
8359,0
7414,0
9785,0
47211,1
8454,0
13143,0
48663,1
40368,1
17164,0
24510,0
29774,1
22349,0
1716,0
39980,1
37044,1
10841,0
14878,0
48535,1
57454,1
23744,0
25039,0
56201,1
40504,1
16253,0
35265,1
24074,0
14297,0
38635,1
21666,0
16741,0
51773,1
21209,0
25596,0
32995,1
34352,1
8483,0
46682,1
31969,1
6686,0
51106,1
34329,1
40072,1
25935,0
48589,1
53765,1
22694,0
42458,1
40793,1
56544,1
36748,1
11061,0
30993,1
20861,0
50008,1
43043,1
41695,1
49283,1
47073,1
51804,1
2263,0
16450,0
39247,1
37593,1
40376,1
424,0
18759,0
9190,0
13432,0
27008,0
4807,0
12695,0
40481,1
48236,1
38971,1
47746,1
29317,1
52228,1
11293,0
38612,1
29777,1
32637,1
29535,1
15128,0
50001,1
8270,0
53272,1
2154,0
21692,0
28197,0
27568,0
17206,0
38399,1
34519,1
18912,0
50316,1
20540,0
47154,1
30438,1
55610,1
17679,0
32897,1
39234,1
54872,1
48195,1
16439,0
10857,0
26281,0
33867,1
32793,1
38923,1
11680,0
15496,0
19108,0
52815,1
40441,1
12556,0
2864,0
36273,1
54468,1
23466,0
11990,0
44352,1
1596,0
53746,1
34981,1
51849,1
47780,1
30621,1
55969,1
47251,1
5740,0
30032,1
